GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDP001
G0100010,1930,Alabama,10,Autauga,10,Autauga,19694
G0100010,1940,Alabama,10,Autauga,10,Autauga,20977
G0100010,1950,Alabama,10,Autauga,10,Autauga,18186
G0100010,1820,Alabama,10,Autauga,10,Autauga,3853
G0100010,1830,Alabama,10,Autauga,10,Autauga,11874
G0100010,1840,Alabama,10,Autauga,10,Autauga,14342
G0100010,1850,Alabama,10,Autauga,10,Autauga,15023
G0100010,1860,Alabama,10,Autauga,10,Autauga,16739
G0100010,1870,Alabama,10,Autauga,10,Autauga,11623
G0100010,1880,Alabama,10,Autauga,10,Autauga,13108
G0100010,1890,Alabama,10,Autauga,10,Autauga,13330
G0100010,1900,Alabama,10,Autauga,10,Autauga,17915
G0100010,1910,Alabama,10,Autauga,10,Autauga,20038
G0100010,1920,Alabama,10,Autauga,10,Autauga,18908
G0100010,1930,Alabama,10,Autauga,10,Autauga,19694
G0100010,1940,Alabama,10,Autauga,10,Autauga,20977
G0100010,1950,Alabama,10,Autauga,10,Autauga,18186
G0100010,1960,Alabama,10,Autauga,10,Autauga,18739
G0100010,1970,Alabama,1,Autauga,1,Autauga,24460
G0100010,1980,Alabama,1,Autauga,1,AUTAUGA COUNTY,32259
G0100010,1990,Alabama,1,Autauga,1,Autauga County,34222
G0100010,2000,Alabama,1,Autauga,1,Autauga County,43671
G0100010,2010,Alabama,1,Autauga County,1,Autauga County,54571
G0100015,1870,Alabama,10,Baker,15,Baker,6194
G0100030,1930,Alabama,10,Baldwin,30,Baldwin,28289
G0100030,1940,Alabama,10,Baldwin,30,Baldwin,32324
G0100030,1950,Alabama,10,Baldwin,30,Baldwin,40997
G0100030,1820,Alabama,10,Baldwin,30,Baldwin,1713
G0100030,1830,Alabama,10,Baldwin,30,Baldwin,2324
G0100030,1840,Alabama,10,Baldwin,30,Baldwin,2951
G0100030,1850,Alabama,10,Baldwin,30,Baldwin,4414
G0100030,1860,Alabama,10,Baldwin,30,Baldwin,7530
G0100030,1870,Alabama,10,Baldwin,30,Baldwin,6004
G0100030,1880,Alabama,10,Baldwin,30,Baldwin,8603
G0100030,1890,Alabama,10,Baldwin,30,Baldwin,8941
G0100030,1900,Alabama,10,Baldwin,30,Baldwin,13194
G0100030,1910,Alabama,10,Baldwin,30,Baldwin,18178
G0100030,1920,Alabama,10,Baldwin,30,Baldwin,20730
G0100030,1930,Alabama,10,Baldwin,30,Baldwin,28289
G0100030,1940,Alabama,10,Baldwin,30,Baldwin,32324
G0100030,1950,Alabama,10,Baldwin,30,Baldwin,40997
G0100030,1960,Alabama,10,Baldwin,30,Baldwin,49088
G0100030,1970,Alabama,1,Baldwin,3,Baldwin,59382
G0100030,1980,Alabama,1,Baldwin,3,BALDWIN COUNTY,78556
G0100030,1990,Alabama,1,Baldwin,3,Baldwin County,98280
G0100030,2000,Alabama,1,Baldwin,3,Baldwin County,140415
G0100030,2010,Alabama,1,Baldwin County,3,Baldwin County,182265
G0100050,1930,Alabama,10,Barbour,50,Barbour,32425
G0100050,1940,Alabama,10,Barbour,50,Barbour,32722
G0100050,1950,Alabama,10,Barbour,50,Barbour,28892
G0100050,1840,Alabama,10,Barbour,50,Barbour,12024
G0100050,1850,Alabama,10,Barbour,50,Barbour,23632
G0100050,1860,Alabama,10,Barbour,50,Barbour,30812
G0100050,1870,Alabama,10,Barbour,50,Barbour,29309
G0100050,1880,Alabama,10,Barbour,50,Barbour,33979
G0100050,1890,Alabama,10,Barbour,50,Barbour,34898
G0100050,1900,Alabama,10,Barbour,50,Barbour,35152
G0100050,1910,Alabama,10,Barbour,50,Barbour,32728
G0100050,1920,Alabama,10,Barbour,50,Barbour,32067
G0100050,1930,Alabama,10,Barbour,50,Barbour,32425
G0100050,1940,Alabama,10,Barbour,50,Barbour,32722
G0100050,1950,Alabama,10,Barbour,50,Barbour,28892
G0100050,1960,Alabama,10,Barbour,50,Barbour,24700
G0100050,1970,Alabama,1,Barbour,5,Barbour,22543
G0100050,1980,Alabama,1,Barbour,5,BARBOUR COUNTY,24756
G0100050,1990,Alabama,1,Barbour,5,Barbour County,25417
G0100050,2000,Alabama,1,Barbour,5,Barbour County,29038
G0100050,2010,Alabama,1,Barbour County,5,Barbour County,27457
G0100055,1840,Alabama,10,Benton,55,Benton,14260
G0100055,1850,Alabama,10,Benton,55,Benton,17163
G0100070,1930,Alabama,10,Bibb,70,Bibb,20780
G0100070,1940,Alabama,10,Bibb,70,Bibb,20155
G0100070,1950,Alabama,10,Bibb,70,Bibb,17987
G0100070,1830,Alabama,10,Bibb,70,Bibb,6306
G0100070,1840,Alabama,10,Bibb,70,Bibb,8284
G0100070,1850,Alabama,10,Bibb,70,Bibb,9969
G0100070,1860,Alabama,10,Bibb,70,Bibb,11894
G0100070,1870,Alabama,10,Bibb,70,Bibb,7469
G0100070,1880,Alabama,10,Bibb,70,Bibb,9487
G0100070,1890,Alabama,10,Bibb,70,Bibb,13824
G0100070,1900,Alabama,10,Bibb,70,Bibb,18498
G0100070,1910,Alabama,10,Bibb,70,Bibb,22791
G0100070,1920,Alabama,10,Bibb,70,Bibb,23144
G0100070,1930,Alabama,10,Bibb,70,Bibb,20780
G0100070,1940,Alabama,10,Bibb,70,Bibb,20155
G0100070,1950,Alabama,10,Bibb,70,Bibb,17987
G0100070,1960,Alabama,10,Bibb,70,Bibb,14357
G0100070,1970,Alabama,1,Bibb,7,Bibb,13812
G0100070,1980,Alabama,1,Bibb,7,BIBB COUNTY,15723
G0100070,1990,Alabama,1,Bibb,7,Bibb County,16576
G0100070,2000,Alabama,1,Bibb,7,Bibb County,20826
G0100070,2010,Alabama,1,Bibb County,7,Bibb County,22915
G0100090,1930,Alabama,10,Blount,90,Blount,28020
G0100090,1940,Alabama,10,Blount,90,Blount,29490
G0100090,1950,Alabama,10,Blount,90,Blount,28975
G0100090,1820,Alabama,10,Blount,90,Blount,2415
G0100090,1830,Alabama,10,Blount,90,Blount,4233
G0100090,1840,Alabama,10,Blount,90,Blount,5570
G0100090,1850,Alabama,10,Blount,90,Blount,7367
G0100090,1860,Alabama,10,Blount,90,Blount,10865
G0100090,1870,Alabama,10,Blount,90,Blount,9945
G0100090,1880,Alabama,10,Blount,90,Blount,15369
G0100090,1890,Alabama,10,Blount,90,Blount,21927
G0100090,1900,Alabama,10,Blount,90,Blount,23119
G0100090,1910,Alabama,10,Blount,90,Blount,21456
G0100090,1920,Alabama,10,Blount,90,Blount,25538
G0100090,1930,Alabama,10,Blount,90,Blount,28020
G0100090,1940,Alabama,10,Blount,90,Blount,29490
G0100090,1950,Alabama,10,Blount,90,Blount,28975
G0100090,1960,Alabama,10,Blount,90,Blount,25449
G0100090,1970,Alabama,1,Blount,9,Blount,26853
G0100090,1980,Alabama,1,Blount,9,BLOUNT COUNTY,36459
G0100090,1990,Alabama,1,Blount,9,Blount County,39248
G0100090,2000,Alabama,1,Blount,9,Blount County,51024
G0100090,2010,Alabama,1,Blount County,9,Blount County,57322
G0100110,1930,Alabama,10,Bullock,110,Bullock,20016
G0100110,1940,Alabama,10,Bullock,110,Bullock,19810
G0100110,1950,Alabama,10,Bullock,110,Bullock,16054
G0100110,1870,Alabama,10,Bullock,110,Bullock,24474
G0100110,1880,Alabama,10,Bullock,110,Bullock,29066
G0100110,1890,Alabama,10,Bullock,110,Bullock,27063
G0100110,1900,Alabama,10,Bullock,110,Bullock,31944
G0100110,1910,Alabama,10,Bullock,110,Bullock,30196
G0100110,1920,Alabama,10,Bullock,110,Bullock,25333
G0100110,1930,Alabama,10,Bullock,110,Bullock,20016
G0100110,1940,Alabama,10,Bullock,110,Bullock,19810
G0100110,1950,Alabama,10,Bullock,110,Bullock,16054
G0100110,1960,Alabama,10,Bullock,110,Bullock,13462
G0100110,1970,Alabama,1,Bullock,11,Bullock,11824
G0100110,1980,Alabama,1,Bullock,11,BULLOCK COUNTY,10596
G0100110,1990,Alabama,1,Bullock,11,Bullock County,11042
G0100110,2000,Alabama,1,Bullock,11,Bullock County,11714
G0100110,2010,Alabama,1,Bullock County,11,Bullock County,10914
G0100130,1930,Alabama,10,Butler,130,Butler,30195
G0100130,1940,Alabama,10,Butler,130,Butler,32447
G0100130,1950,Alabama,10,Butler,130,Butler,29228
G0100130,1820,Alabama,10,Butler,130,Butler,1405
G0100130,1830,Alabama,10,Butler,130,Butler,5650
G0100130,1840,Alabama,10,Butler,130,Butler,8685
G0100130,1850,Alabama,10,Butler,130,Butler,10836
G0100130,1860,Alabama,10,Butler,130,Butler,18122
G0100130,1870,Alabama,10,Butler,130,Butler,14981
G0100130,1880,Alabama,10,Butler,130,Butler,19649
G0100130,1890,Alabama,10,Butler,130,Butler,21641
G0100130,1900,Alabama,10,Butler,130,Butler,25761
G0100130,1910,Alabama,10,Butler,130,Butler,29030
G0100130,1920,Alabama,10,Butler,130,Butler,29531
G0100130,1930,Alabama,10,Butler,130,Butler,30195
G0100130,1940,Alabama,10,Butler,130,Butler,32447
G0100130,1950,Alabama,10,Butler,130,Butler,29228
G0100130,1960,Alabama,10,Butler,130,Butler,24560
G0100130,1970,Alabama,1,Butler,13,Butler,22007
G0100130,1980,Alabama,1,Butler,13,BUTLER COUNTY,21680
G0100130,1990,Alabama,1,Butler,13,Butler County,21892
G0100130,2000,Alabama,1,Butler,13,Butler County,21399
G0100130,2010,Alabama,1,Butler County,13,Butler County,20947
G0100135,1820,Alabama,10,Cahawba,135,Cahawba,3676
G0100150,1930,Alabama,10,Calhoun,150,Calhoun,55611
G0100150,1940,Alabama,10,Calhoun,150,Calhoun,63319
G0100150,1950,Alabama,10,Calhoun,150,Calhoun,79539
G0100150,1860,Alabama,10,Calhoun,150,Calhoun,21539
G0100150,1870,Alabama,10,Calhoun,150,Calhoun,13980
G0100150,1880,Alabama,10,Calhoun,150,Calhoun,19591
G0100150,1890,Alabama,10,Calhoun,150,Calhoun,33835
G0100150,1900,Alabama,10,Calhoun,150,Calhoun,34874
G0100150,1910,Alabama,10,Calhoun,150,Calhoun,39115
G0100150,1920,Alabama,10,Calhoun,150,Calhoun,47822
G0100150,1930,Alabama,10,Calhoun,150,Calhoun,55611
G0100150,1940,Alabama,10,Calhoun,150,Calhoun,63319
G0100150,1950,Alabama,10,Calhoun,150,Calhoun,79539
G0100150,1960,Alabama,10,Calhoun,150,Calhoun,95878
G0100150,1970,Alabama,1,Calhoun,15,Calhoun,103092
G0100150,1980,Alabama,1,Calhoun,15,CALHOUN COUNTY,119761
G0100150,1990,Alabama,1,Calhoun,15,Calhoun County,116034
G0100150,2000,Alabama,1,Calhoun,15,Calhoun County,112249
G0100150,2010,Alabama,1,Calhoun County,15,Calhoun County,118572
G0100170,1930,Alabama,10,Chambers,170,Chambers,39313
G0100170,1940,Alabama,10,Chambers,170,Chambers,42146
G0100170,1950,Alabama,10,Chambers,170,Chambers,39528
G0100170,1840,Alabama,10,Chambers,170,Chambers,17333
G0100170,1850,Alabama,10,Chambers,170,Chambers,23960
G0100170,1860,Alabama,10,Chambers,170,Chambers,23214
G0100170,1870,Alabama,10,Chambers,170,Chambers,17562
G0100170,1880,Alabama,10,Chambers,170,Chambers,23440
G0100170,1890,Alabama,10,Chambers,170,Chambers,26319
G0100170,1900,Alabama,10,Chambers,170,Chambers,32554
G0100170,1910,Alabama,10,Chambers,170,Chambers,36056
G0100170,1920,Alabama,10,Chambers,170,Chambers,41201
G0100170,1930,Alabama,10,Chambers,170,Chambers,39313
G0100170,1940,Alabama,10,Chambers,170,Chambers,42146
G0100170,1950,Alabama,10,Chambers,170,Chambers,39528
G0100170,1960,Alabama,10,Chambers,170,Chambers,37828
G0100170,1970,Alabama,1,Chambers,17,Chambers,36356
G0100170,1980,Alabama,1,Chambers,17,CHAMBERS COUNTY,39191
G0100170,1990,Alabama,1,Chambers,17,Chambers County,36876
G0100170,2000,Alabama,1,Chambers,17,Chambers County,36583
G0100170,2010,Alabama,1,Chambers County,17,Chambers County,34215
G0100190,1930,Alabama,10,Cherokee,190,Cherokee,20219
G0100190,1940,Alabama,10,Cherokee,190,Cherokee,19928
G0100190,1950,Alabama,10,Cherokee,190,Cherokee,17634
G0100190,1840,Alabama,10,Cherokee,190,Cherokee,8773
G0100190,1850,Alabama,10,Cherokee,190,Cherokee,13884
G0100190,1860,Alabama,10,Cherokee,190,Cherokee,18360
G0100190,1870,Alabama,10,Cherokee,190,Cherokee,11132
G0100190,1880,Alabama,10,Cherokee,190,Cherokee,19108
G0100190,1890,Alabama,10,Cherokee,190,Cherokee,20459
G0100190,1900,Alabama,10,Cherokee,190,Cherokee,21096
G0100190,1910,Alabama,10,Cherokee,190,Cherokee,20226
G0100190,1920,Alabama,10,Cherokee,190,Cherokee,20862
G0100190,1930,Alabama,10,Cherokee,190,Cherokee,20219
G0100190,1940,Alabama,10,Cherokee,190,Cherokee,19928
G0100190,1950,Alabama,10,Cherokee,190,Cherokee,17634
G0100190,1960,Alabama,10,Cherokee,190,Cherokee,16303
G0100190,1970,Alabama,1,Cherokee,19,Cherokee,15606
G0100190,1980,Alabama,1,Cherokee,19,CHEROKEE COUNTY,18760
G0100190,1990,Alabama,1,Cherokee,19,Cherokee County,19543
G0100190,2000,Alabama,1,Cherokee,19,Cherokee County,23988
G0100190,2010,Alabama,1,Cherokee County,19,Cherokee County,25989
G0100210,1930,Alabama,10,Chilton,210,Chilton,24579
G0100210,1940,Alabama,10,Chilton,210,Chilton,27955
G0100210,1950,Alabama,10,Chilton,210,Chilton,26922
G0100210,1880,Alabama,10,Chilton,210,Chilton,10793
G0100210,1890,Alabama,10,Chilton,210,Chilton,14549
G0100210,1900,Alabama,10,Chilton,210,Chilton,16522
G0100210,1910,Alabama,10,Chilton,210,Chilton,23187
G0100210,1920,Alabama,10,Chilton,210,Chilton,22770
G0100210,1930,Alabama,10,Chilton,210,Chilton,24579
G0100210,1940,Alabama,10,Chilton,210,Chilton,27955
G0100210,1950,Alabama,10,Chilton,210,Chilton,26922
G0100210,1960,Alabama,10,Chilton,210,Chilton,25693
G0100210,1970,Alabama,1,Chilton,21,Chilton,25180
G0100210,1980,Alabama,1,Chilton,21,CHILTON COUNTY,30612
G0100210,1990,Alabama,1,Chilton,21,Chilton County,32458
G0100210,2000,Alabama,1,Chilton,21,Chilton County,39593
G0100210,2010,Alabama,1,Chilton County,21,Chilton County,43643
G0100230,1930,Alabama,10,Choctaw,230,Choctaw,20513
G0100230,1940,Alabama,10,Choctaw,230,Choctaw,20195
G0100230,1950,Alabama,10,Choctaw,230,Choctaw,19152
G0100230,1850,Alabama,10,Choctaw,230,Choctaw,8389
G0100230,1860,Alabama,10,Choctaw,230,Choctaw,13877
G0100230,1870,Alabama,10,Choctaw,230,Choctaw,12676
G0100230,1880,Alabama,10,Choctaw,230,Choctaw,15731
G0100230,1890,Alabama,10,Choctaw,230,Choctaw,17526
G0100230,1900,Alabama,10,Choctaw,230,Choctaw,18136
G0100230,1910,Alabama,10,Choctaw,230,Choctaw,18483
G0100230,1920,Alabama,10,Choctaw,230,Choctaw,20753
G0100230,1930,Alabama,10,Choctaw,230,Choctaw,20513
G0100230,1940,Alabama,10,Choctaw,230,Choctaw,20195
G0100230,1950,Alabama,10,Choctaw,230,Choctaw,19152
G0100230,1960,Alabama,10,Choctaw,230,Choctaw,17870
G0100230,1970,Alabama,1,Choctaw,23,Choctaw,16589
G0100230,1980,Alabama,1,Choctaw,23,CHOCTAW COUNTY,16839
G0100230,1990,Alabama,1,Choctaw,23,Choctaw County,16018
G0100230,2000,Alabama,1,Choctaw,23,Choctaw County,15922
G0100230,2010,Alabama,1,Choctaw County,23,Choctaw County,13859
G0100250,1930,Alabama,10,Clarke,250,Clarke,26016
G0100250,1940,Alabama,10,Clarke,250,Clarke,27636
G0100250,1950,Alabama,10,Clarke,250,Clarke,26548
G0100250,1820,Alabama,10,Clarke,250,Clarke,5839
G0100250,1830,Alabama,10,Clarke,250,Clarke,7595
G0100250,1840,Alabama,10,Clarke,250,Clarke,8640
G0100250,1850,Alabama,10,Clarke,250,Clarke,9786
G0100250,1860,Alabama,10,Clarke,250,Clarke,15049
G0100250,1870,Alabama,10,Clarke,250,Clarke,14663
G0100250,1880,Alabama,10,Clarke,250,Clarke,17806
G0100250,1890,Alabama,10,Clarke,250,Clarke,22624
G0100250,1900,Alabama,10,Clarke,250,Clarke,27790
G0100250,1910,Alabama,10,Clarke,250,Clarke,30987
G0100250,1920,Alabama,10,Clarke,250,Clarke,26409
G0100250,1930,Alabama,10,Clarke,250,Clarke,26016
G0100250,1940,Alabama,10,Clarke,250,Clarke,27636
G0100250,1950,Alabama,10,Clarke,250,Clarke,26548
G0100250,1960,Alabama,10,Clarke,250,Clarke,25738
G0100250,1970,Alabama,1,Clarke,25,Clarke,26724
G0100250,1980,Alabama,1,Clarke,25,CLARKE COUNTY,27702
G0100250,1990,Alabama,1,Clarke,25,Clarke County,27240
G0100250,2000,Alabama,1,Clarke,25,Clarke County,27867
G0100250,2010,Alabama,1,Clarke County,25,Clarke County,25833
G0100270,1930,Alabama,10,Clay,270,Clay,17768
G0100270,1940,Alabama,10,Clay,270,Clay,16907
G0100270,1950,Alabama,10,Clay,270,Clay,13929
G0100270,1870,Alabama,10,Clay,270,Clay,9560
G0100270,1880,Alabama,10,Clay,270,Clay,12938
G0100270,1890,Alabama,10,Clay,270,Clay,15765
G0100270,1900,Alabama,10,Clay,270,Clay,17099
G0100270,1910,Alabama,10,Clay,270,Clay,21006
G0100270,1920,Alabama,10,Clay,270,Clay,22645
G0100270,1930,Alabama,10,Clay,270,Clay,17768
G0100270,1940,Alabama,10,Clay,270,Clay,16907
G0100270,1950,Alabama,10,Clay,270,Clay,13929
G0100270,1960,Alabama,10,Clay,270,Clay,12400
G0100270,1970,Alabama,1,Clay,27,Clay,12636
G0100270,1980,Alabama,1,Clay,27,CLAY COUNTY,13703
G0100270,1990,Alabama,1,Clay,27,Clay County,13252
G0100270,2000,Alabama,1,Clay,27,Clay County,14254
G0100270,2010,Alabama,1,Clay County,27,Clay County,13932
G0100290,1930,Alabama,10,Cleburne,290,Cleburne,12877
G0100290,1940,Alabama,10,Cleburne,290,Cleburne,13629
G0100290,1950,Alabama,10,Cleburne,290,Cleburne,11904
G0100290,1870,Alabama,10,Cleburne,290,Cleburne,8017
G0100290,1880,Alabama,10,Cleburne,290,Cleburne,10976
G0100290,1890,Alabama,10,Cleburne,290,Cleburne,13218
G0100290,1900,Alabama,10,Cleburne,290,Cleburne,13206
G0100290,1910,Alabama,10,Cleburne,290,Cleburne,13385
G0100290,1920,Alabama,10,Cleburne,290,Cleburne,13360
G0100290,1930,Alabama,10,Cleburne,290,Cleburne,12877
G0100290,1940,Alabama,10,Cleburne,290,Cleburne,13629
G0100290,1950,Alabama,10,Cleburne,290,Cleburne,11904
G0100290,1960,Alabama,10,Cleburne,290,Cleburne,10911
G0100290,1970,Alabama,1,Cleburne,29,Cleburne,10996
G0100290,1980,Alabama,1,Cleburne,29,CLEBURNE COUNTY,12595
G0100290,1990,Alabama,1,Cleburne,29,Cleburne County,12730
G0100290,2000,Alabama,1,Cleburne,29,Cleburne County,14123
G0100290,2010,Alabama,1,Cleburne County,29,Cleburne County,14972
G0100310,1930,Alabama,10,Coffee,310,Coffee,32556
G0100310,1940,Alabama,10,Coffee,310,Coffee,31987
G0100310,1950,Alabama,10,Coffee,310,Coffee,30720
G0100310,1850,Alabama,10,Coffee,310,Coffee,5940
G0100310,1860,Alabama,10,Coffee,310,Coffee,9623
G0100310,1870,Alabama,10,Coffee,310,Coffee,6171
G0100310,1880,Alabama,10,Coffee,310,Coffee,8119
G0100310,1890,Alabama,10,Coffee,310,Coffee,12170
G0100310,1900,Alabama,10,Coffee,310,Coffee,20972
G0100310,1910,Alabama,10,Coffee,310,Coffee,26119
G0100310,1920,Alabama,10,Coffee,310,Coffee,30070
G0100310,1930,Alabama,10,Coffee,310,Coffee,32556
G0100310,1940,Alabama,10,Coffee,310,Coffee,31987
G0100310,1950,Alabama,10,Coffee,310,Coffee,30720
G0100310,1960,Alabama,10,Coffee,310,Coffee,30583
G0100310,1970,Alabama,1,Coffee,31,Coffee,34872
G0100310,1980,Alabama,1,Coffee,31,COFFEE COUNTY,38533
G0100310,1990,Alabama,1,Coffee,31,Coffee County,40240
G0100310,2000,Alabama,1,Coffee,31,Coffee County,43615
G0100310,2010,Alabama,1,Coffee County,31,Coffee County,49948
G0100330,1930,Alabama,10,Colbert,330,Colbert,29860
G0100330,1940,Alabama,10,Colbert,330,Colbert,34093
G0100330,1950,Alabama,10,Colbert,330,Colbert,39561
G0100330,1870,Alabama,10,Colbert,330,Colbert,12537
G0100330,1880,Alabama,10,Colbert,330,Colbert,16153
G0100330,1890,Alabama,10,Colbert,330,Colbert,20189
G0100330,1900,Alabama,10,Colbert,330,Colbert,22341
G0100330,1910,Alabama,10,Colbert,330,Colbert,24802
G0100330,1920,Alabama,10,Colbert,330,Colbert,31997
G0100330,1930,Alabama,10,Colbert,330,Colbert,29860
G0100330,1940,Alabama,10,Colbert,330,Colbert,34093
G0100330,1950,Alabama,10,Colbert,330,Colbert,39561
G0100330,1960,Alabama,10,Colbert,330,Colbert,46506
G0100330,1970,Alabama,1,Colbert,33,Colbert,49632
G0100330,1980,Alabama,1,Colbert,33,COLBERT COUNTY,54519
G0100330,1990,Alabama,1,Colbert,33,Colbert County,51666
G0100330,2000,Alabama,1,Colbert,33,Colbert County,54984
G0100330,2010,Alabama,1,Colbert County,33,Colbert County,54428
G0100350,1930,Alabama,10,Conecuh,350,Conecuh,25429
G0100350,1940,Alabama,10,Conecuh,350,Conecuh,25489
G0100350,1950,Alabama,10,Conecuh,350,Conecuh,21776
G0100350,1820,Alabama,10,Conecuh,350,Conecuh,5713
G0100350,1830,Alabama,10,Conecuh,350,Conecuh,7444
G0100350,1840,Alabama,10,Conecuh,350,Conecuh,8197
G0100350,1850,Alabama,10,Conecuh,350,Conecuh,9322
G0100350,1860,Alabama,10,Conecuh,350,Conecuh,11311
G0100350,1870,Alabama,10,Conecuh,350,Conecuh,9574
G0100350,1880,Alabama,10,Conecuh,350,Conecuh,12605
G0100350,1890,Alabama,10,Conecuh,350,Conecuh,14594
G0100350,1900,Alabama,10,Conecuh,350,Conecuh,17514
G0100350,1910,Alabama,10,Conecuh,350,Conecuh,21433
G0100350,1920,Alabama,10,Conecuh,350,Conecuh,24593
G0100350,1930,Alabama,10,Conecuh,350,Conecuh,25429
G0100350,1940,Alabama,10,Conecuh,350,Conecuh,25489
G0100350,1950,Alabama,10,Conecuh,350,Conecuh,21776
G0100350,1960,Alabama,10,Conecuh,350,Conecuh,17762
G0100350,1970,Alabama,1,Conecuh,35,Conecuh,15645
G0100350,1980,Alabama,1,Conecuh,35,CONECUH COUNTY,15884
G0100350,1990,Alabama,1,Conecuh,35,Conecuh County,14054
G0100350,2000,Alabama,1,Conecuh,35,Conecuh County,14089
G0100350,2010,Alabama,1,Conecuh County,35,Conecuh County,13228
G0100370,1930,Alabama,10,Coosa,370,Coosa,12460
G0100370,1940,Alabama,10,Coosa,370,Coosa,13460
G0100370,1950,Alabama,10,Coosa,370,Coosa,11766
G0100370,1840,Alabama,10,Coosa,370,Coosa,6995
G0100370,1850,Alabama,10,Coosa,370,Coosa,14543
G0100370,1860,Alabama,10,Coosa,370,Coosa,19273
G0100370,1870,Alabama,10,Coosa,370,Coosa,11945
G0100370,1880,Alabama,10,Coosa,370,Coosa,15113
G0100370,1890,Alabama,10,Coosa,370,Coosa,15906
G0100370,1900,Alabama,10,Coosa,370,Coosa,16144
G0100370,1910,Alabama,10,Coosa,370,Coosa,16634
G0100370,1920,Alabama,10,Coosa,370,Coosa,14839
G0100370,1930,Alabama,10,Coosa,370,Coosa,12460
G0100370,1940,Alabama,10,Coosa,370,Coosa,13460
G0100370,1950,Alabama,10,Coosa,370,Coosa,11766
G0100370,1960,Alabama,10,Coosa,370,Coosa,10726
G0100370,1970,Alabama,1,Coosa,37,Coosa,10662
G0100370,1980,Alabama,1,Coosa,37,COOSA COUNTY,11377
G0100370,1990,Alabama,1,Coosa,37,Coosa County,11063
G0100370,2000,Alabama,1,Coosa,37,Coosa County,12202
G0100370,2010,Alabama,1,Coosa County,37,Coosa County,11539
G0100375,1820,Alabama,10,Cotaco,375,Cotaco,5263
G0100390,1930,Alabama,10,Covington,390,Covington,41356
G0100390,1940,Alabama,10,Covington,390,Covington,42417
G0100390,1950,Alabama,10,Covington,390,Covington,40373
G0100390,1830,Alabama,10,Covington,390,Covington,1522
G0100390,1840,Alabama,10,Covington,390,Covington,2435
G0100390,1850,Alabama,10,Covington,390,Covington,3645
G0100390,1860,Alabama,10,Covington,390,Covington,6469
G0100390,1870,Alabama,10,Covington,390,Covington,4868
G0100390,1880,Alabama,10,Covington,390,Covington,5639
G0100390,1890,Alabama,10,Covington,390,Covington,7536
G0100390,1900,Alabama,10,Covington,390,Covington,15346
G0100390,1910,Alabama,10,Covington,390,Covington,32124
G0100390,1920,Alabama,10,Covington,390,Covington,38103
G0100390,1930,Alabama,10,Covington,390,Covington,41356
G0100390,1940,Alabama,10,Covington,390,Covington,42417
G0100390,1950,Alabama,10,Covington,390,Covington,40373
G0100390,1960,Alabama,10,Covington,390,Covington,35631
G0100390,1970,Alabama,1,Covington,39,Covington,34079
G0100390,1980,Alabama,1,Covington,39,COVINGTON COUNTY,36850
G0100390,1990,Alabama,1,Covington,39,Covington County,36478
G0100390,2000,Alabama,1,Covington,39,Covington County,37631
G0100390,2010,Alabama,1,Covington County,39,Covington County,37765
G0100410,1930,Alabama,10,Crenshaw,410,Crenshaw,23656
G0100410,1940,Alabama,10,Crenshaw,410,Crenshaw,23631
G0100410,1950,Alabama,10,Crenshaw,410,Crenshaw,18981
G0100410,1870,Alabama,10,Crenshaw,410,Crenshaw,11156
G0100410,1880,Alabama,10,Crenshaw,410,Crenshaw,11726
G0100410,1890,Alabama,10,Crenshaw,410,Crenshaw,15425
G0100410,1900,Alabama,10,Crenshaw,410,Crenshaw,19668
G0100410,1910,Alabama,10,Crenshaw,410,Crenshaw,23313
G0100410,1920,Alabama,10,Crenshaw,410,Crenshaw,23017
G0100410,1930,Alabama,10,Crenshaw,410,Crenshaw,23656
G0100410,1940,Alabama,10,Crenshaw,410,Crenshaw,23631
G0100410,1950,Alabama,10,Crenshaw,410,Crenshaw,18981
G0100410,1960,Alabama,10,Crenshaw,410,Crenshaw,14909
G0100410,1970,Alabama,1,Crenshaw,41,Crenshaw,13188
G0100410,1980,Alabama,1,Crenshaw,41,CRENSHAW COUNTY,14110
G0100410,1990,Alabama,1,Crenshaw,41,Crenshaw County,13635
G0100410,2000,Alabama,1,Crenshaw,41,Crenshaw County,13665
G0100410,2010,Alabama,1,Crenshaw County,41,Crenshaw County,13906
G0100430,1930,Alabama,10,Cullman,430,Cullman,41051
G0100430,1940,Alabama,10,Cullman,430,Cullman,47343
G0100430,1950,Alabama,10,Cullman,430,Cullman,49046
G0100430,1880,Alabama,10,Cullman,430,Cullman,6355
G0100430,1890,Alabama,10,Cullman,430,Cullman,13439
G0100430,1900,Alabama,10,Cullman,430,Cullman,17849
G0100430,1910,Alabama,10,Cullman,430,Cullman,28321
G0100430,1920,Alabama,10,Cullman,430,Cullman,33034
G0100430,1930,Alabama,10,Cullman,430,Cullman,41051
G0100430,1940,Alabama,10,Cullman,430,Cullman,47343
G0100430,1950,Alabama,10,Cullman,430,Cullman,49046
G0100430,1960,Alabama,10,Cullman,430,Cullman,45572
G0100430,1970,Alabama,1,Cullman,43,Cullman,52445
G0100430,1980,Alabama,1,Cullman,43,CULLMAN COUNTY,61642
G0100430,1990,Alabama,1,Cullman,43,Cullman County,67613
